TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,category
TX001298,AC00275,547.98,10/24/2023 17:04,Debit,Oklahoma City,D000218,79.227.202.117,M070,ATM,28,Student,171,1,1358.54,11/4/2024 8:09,Utilities
TX001299,AC00060,641.06,12/11/2023 16:09,Debit,Colorado Springs,D000057,116.106.207.139,M099,ATM,23,Student,25,1,1602.13,11/4/2024 8:07,Travel
TX001300,AC00304,314.55,4/25/2023 17:15,Credit,Dallas,D000513,40.192.99.27,M001,Branch,27,Student,19,2,1105.89,11/4/2024 8:07,Grocery
TX001301,AC00372,836.45,2/27/2023 16:02,Debit,Virginia Beach,D000096,156.134.123.253,M043,Online,61,Retired,63,1,1731.89,11/4/2024 8:12,Travel
TX001302,AC00498,1095.09,4/17/2023 17:27,Debit,San Francisco,D000198,91.103.147.166,M076,ATM,29,Engineer,52,1,8692.47,11/4/2024 8:11,Healthcare
TX001303,AC00465,189.45,3/21/2023 17:12,Credit,Boston,D000083,64.57.44.102,M008,Branch,53,Doctor,62,1,12578.75,11/4/2024 8:09,Retail
TX001304,AC00396,91.84,7/5/2023 17:21,Credit,Mesa,D000292,28.120.130.118,M023,Branch,67,Retired,80,1,1712.41,11/4/2024 8:08,Dining
TX001305,AC00083,609.52,7/28/2023 16:03,Debit,Washington,D000672,125.225.212.244,M076,ATM,78,Retired,169,1,3485.03,11/4/2024 8:08,Healthcare
TX001306,AC00479,859.3,8/1/2023 17:18,Credit,Colorado Springs,D000067,77.7.223.184,M066,Branch,78,Retired,68,1,1146.78,11/4/2024 8:06,Electronics
TX001307,AC00091,100.01,6/29/2023 16:06,Debit,Philadelphia,D000499,82.115.199.37,M061,ATM,50,Doctor,63,1,6393.12,11/4/2024 8:09,Entertainment
TX001308,AC00024,28.78,8/7/2023 16:08,Credit,Tucson,D000041,186.135.2.148,M096,Online,40,Doctor,51,1,680.55,11/4/2024 8:11,Retail
TX001309,AC00366,111.08,5/15/2023 17:46,Debit,Chicago,D000493,175.230.206.232,M064,Online,70,Doctor,83,1,7037.34,11/4/2024 8:10,Retail
TX001310,AC00470,470.96,3/10/2023 16:22,Credit,Indianapolis,D000600,106.244.1.47,M036,Online,69,Doctor,124,2,12991.03,11/4/2024 8:11,Healthcare
TX001311,AC00032,52.23,9/11/2023 18:08,Credit,San Francisco,D000088,154.138.163.229,M016,Branch,28,Student,96,1,105.01,11/4/2024 8:08,Retail
TX001312,AC00136,78.62,7/31/2023 16:46,Debit,Oklahoma City,D000521,80.90.35.146,M084,Branch,32,Doctor,52,1,1360.85,11/4/2024 8:08,Healthcare
TX001313,AC00001,47.79,9/15/2023 17:00,Debit,Denver,D000649,59.12.96.11,M034,Branch,25,Student,37,1,1649.92,11/4/2024 8:11,Electronics
TX001314,AC00187,333.97,3/22/2023 16:18,Debit,Fresno,D000305,98.39.212.221,M011,Branch,52,Doctor,45,1,5237.36,11/4/2024 8:11,Travel
TX001315,AC00452,30.87,7/12/2023 16:50,Debit,Fresno,D000015,34.92.221.183,M025,ATM,33,Doctor,295,1,14348.65,11/4/2024 8:10,Grocery
TX001316,AC00036,710.43,3/8/2023 17:07,Debit,San Diego,D000398,189.198.67.252,M007,Online,67,Retired,115,1,5625.55,11/4/2024 8:08,Dining
TX001317,AC00125,220.23,9/18/2023 18:35,Debit,Milwaukee,D000663,19.20.13.234,M059,ATM,41,Engineer,48,1,3438.02,11/4/2024 8:06,Travel
TX001318,AC00403,27.28,12/25/2023 16:30,Debit,Atlanta,D000082,193.108.17.115,M070,ATM,29,Doctor,96,1,10668.24,11/4/2024 8:09,Utilities
TX001319,AC00264,101.52,8/9/2023 16:22,Debit,Tucson,D000002,63.82.133.139,M086,ATM,49,Engineer,98,1,2018.9,11/4/2024 8:08,Utilities
TX001320,AC00123,162.65,5/11/2023 17:15,Debit,New York,D000169,112.86.148.212,M088,ATM,59,Engineer,147,1,9500.95,11/4/2024 8:11,Retail
TX001321,AC00298,10.52,7/19/2023 17:38,Debit,Kansas City,D000137,1.238.163.61,M019,ATM,55,Retired,30,1,2472.99,11/4/2024 8:11,Travel
TX001322,AC00235,270.72,3/27/2023 17:25,Debit,Los Angeles,D000149,145.76.10.8,M027,Branch,38,Doctor,37,1,6522.47,11/4/2024 8:12,Travel
TX001323,AC00259,202.34,1/10/2023 16:32,Debit,New York,D000023,146.250.144.172,M049,Online,20,Student,134,1,1223.45,11/4/2024 8:11,Grocery
TX001324,AC00329,247.58,5/29/2023 18:40,Debit,San Antonio,D000112,32.240.176.64,M068,ATM,39,Engineer,152,1,778.74,11/4/2024 8:07,Healthcare
TX001325,AC00482,686.17,10/3/2023 17:27,Debit,Denver,D000103,199.199.60.222,M030,ATM,61,Retired,96,1,2246.15,11/4/2024 8:07,Utilities
TX001326,AC00020,359.65,1/12/2023 17:58,Credit,Jacksonville,D000133,45.64.74.86,M085,Online,25,Student,289,1,219.53,11/4/2024 8:09,Entertainment
TX001327,AC00453,109.91,5/1/2023 16:23,Debit,Seattle,D000517,173.135.78.201,M074,Branch,38,Doctor,90,1,12896.06,11/4/2024 8:10,Electronics
TX001328,AC00367,215.72,10/11/2023 18:04,Credit,Columbus,D000682,93.151.52.152,M032,Branch,30,Engineer,137,1,8697.11,11/4/2024 8:11,Retail
TX001329,AC00167,490.76,1/19/2023 16:28,Debit,Columbus,D000193,17.36.132.202,M048,Online,66,Retired,156,1,6414.11,11/4/2024 8:09,Retail
TX001330,AC00110,224.28,2/15/2023 16:50,Debit,Chicago,D000316,189.20.224.220,M068,Online,64,Retired,68,1,5767.51,11/4/2024 8:10,Healthcare
TX001331,AC00078,614.03,5/8/2023 16:37,Debit,Dallas,D000693,58.190.9.136,M086,ATM,68,Retired,51,1,2815.86,11/4/2024 8:08,Utilities
TX001332,AC00212,608.79,11/3/2023 18:37,Debit,Fort Worth,D000399,158.129.49.240,M015,Online,55,Engineer,157,1,2991.17,11/4/2024 8:12,Dining
TX001333,AC00051,186.55,6/21/2023 16:49,Debit,Philadelphia,D000049,60.166.231.236,M003,Branch,48,Engineer,288,1,224.65,11/4/2024 8:07,Travel
TX001334,AC00250,840.16,3/20/2023 16:35,Credit,Colorado Springs,D000692,23.163.145.195,M014,Branch,20,Student,68,1,1236.76,11/4/2024 8:12,Utilities
TX001335,AC00304,203.34,12/20/2023 17:13,Debit,Phoenix,D000057,69.82.61.135,M061,ATM,60,Doctor,66,1,13586.99,11/4/2024 8:09,Entertainment
TX001336,AC00007,90.88,11/20/2023 17:08,Debit,Colorado Springs,D000086,175.210.47.87,M071,ATM,26,Engineer,284,1,7117.35,11/4/2024 8:10,Dining
TX001337,AC00017,60.11,11/27/2023 17:39,Credit,Albuquerque,D000636,8.243.4.138,M067,Branch,61,Retired,122,1,7235.87,11/4/2024 8:08,Travel
TX001338,AC00158,393.92,5/16/2023 16:57,Debit,Memphis,D000504,141.169.67.34,M061,Branch,72,Retired,47,1,7318.64,11/4/2024 8:12,Entertainment
TX001339,AC00110,19.39,11/17/2023 16:39,Debit,Colorado Springs,D000294,201.95.180.152,M062,ATM,43,Doctor,45,1,9847.6,11/4/2024 8:11,Utilities
TX001340,AC00175,557.41,4/14/2023 16:52,Credit,Washington,D000180,194.29.57.163,M087,Online,80,Retired,49,1,2968.75,11/4/2024 8:09,Dining
TX001341,AC00079,57.07,8/25/2023 16:30,Credit,Boston,D000250,116.175.11.222,M027,Online,31,Doctor,99,1,9323.71,11/4/2024 8:11,Travel
TX001342,AC00403,395.27,8/7/2023 16:38,Credit,Miami,D000045,150.83.4.238,M085,Online,18,Student,167,1,1764.08,11/4/2024 8:08,Entertainment
TX001343,AC00228,289.05,6/9/2023 17:58,Debit,New York,D000493,174.61.77.54,M088,ATM,75,Retired,116,1,5683.49,11/4/2024 8:11,Retail
TX001344,AC00344,46.11,3/27/2023 17:07,Debit,San Francisco,D000184,13.88.251.53,M048,Online,33,Doctor,233,1,5225.73,11/4/2024 8:10,Retail
TX001345,AC00466,335.5,8/14/2023 16:01,Debit,Sacramento,D000326,107.247.202.71,M003,ATM,63,Retired,47,1,6445.4,11/4/2024 8:12,Travel
TX001346,AC00204,388.07,9/5/2023 17:34,Debit,Seattle,D000422,44.197.126.59,M067,Online,24,Student,68,1,289.71,11/4/2024 8:10,Travel
TX001347,AC00030,520.86,3/20/2023 16:29,Credit,Sacramento,D000309,179.132.235.182,M017,Online,51,Engineer,66,1,9200.74,11/4/2024 8:08,Grocery
TX001348,AC00455,787.41,6/19/2023 16:22,Debit,Memphis,D000351,150.25.200.56,M081,Online,25,Student,39,1,300.87,11/4/2024 8:06,Grocery
TX001349,AC00094,31.7,6/1/2023 16:56,Credit,Raleigh,D000596,113.134.242.82,M074,ATM,48,Doctor,121,1,743.9,11/4/2024 8:08,Electronics
TX001350,AC00185,22.3,5/1/2023 16:57,Debit,Philadelphia,D000035,133.63.96.21,M030,ATM,21,Student,90,1,1200.35,11/4/2024 8:12,Utilities
TX001351,AC00351,203.12,1/18/2023 16:59,Debit,San Jose,D000004,77.21.150.75,M078,ATM,56,Retired,181,1,1562.39,11/4/2024 8:09,Utilities
TX001352,AC00335,315.94,2/27/2023 17:06,Credit,Raleigh,D000625,8.244.162.185,M024,Branch,49,Doctor,172,1,7719.71,11/4/2024 8:12,Retail
TX001353,AC00409,192.23,12/28/2023 16:34,Debit,Albuquerque,D000117,167.164.55.0,M058,Online,54,Engineer,39,3,2610.67,11/4/2024 8:06,Electronics
TX001354,AC00312,1510.71,6/15/2023 16:48,Debit,Oklahoma City,D000106,193.209.134.233,M060,Online,66,Retired,51,1,2060.02,11/4/2024 8:09,Healthcare
TX001355,AC00097,0.26,11/23/2023 16:14,Debit,Oklahoma City,D000239,60.197.167.40,M090,Online,20,Student,173,1,1833.67,11/4/2024 8:07,Electronics
TX001356,AC00447,210.77,5/31/2023 16:50,Debit,Mesa,D000009,144.91.150.133,M094,ATM,71,Retired,161,1,5396.65,11/4/2024 8:11,Utilities
TX001357,AC00280,406.65,11/8/2023 18:32,Debit,Mesa,D000013,147.234.20.46,M062,ATM,57,Doctor,107,1,12995.7,11/4/2024 8:11,Utilities
TX001358,AC00023,422.9,2/27/2023 16:15,Debit,Tucson,D000237,180.224.54.115,M027,ATM,40,Engineer,111,1,7616.43,11/4/2024 8:10,Travel
TX001359,AC00077,20.62,6/21/2023 17:10,Credit,Philadelphia,D000627,184.59.28.72,M014,ATM,35,Doctor,225,1,12500.8,11/4/2024 8:08,Utilities
TX001360,AC00113,174.39,1/9/2023 16:08,Debit,San Francisco,D000078,98.255.160.110,M015,ATM,19,Student,36,1,1127.08,11/4/2024 8:11,Dining
TX001361,AC00391,7.86,10/16/2023 16:47,Credit,Sacramento,D000065,201.113.165.203,M053,Branch,76,Retired,91,1,3621.98,11/4/2024 8:07,Entertainment
TX001362,AC00136,61.98,1/3/2023 18:18,Debit,Denver,D000376,20.147.6.179,M038,Online,49,Engineer,44,1,5212.28,11/4/2024 8:08,Utilities
TX001363,AC00204,54.85,9/5/2023 16:05,Credit,San Francisco,D000287,214.67.148.245,M071,Branch,58,Retired,40,1,2727.45,11/4/2024 8:09,Dining
TX001364,AC00089,204.7,9/21/2023 16:08,Debit,Oklahoma City,D000359,141.201.46.191,M032,Branch,49,Doctor,95,5,5117.03,11/4/2024 8:10,Retail
TX001365,AC00305,16.55,9/11/2023 17:05,Debit,Tucson,D000477,214.32.109.197,M009,Branch,26,Engineer,159,1,6089.79,11/4/2024 8:08,Grocery
TX001366,AC00338,91.32,11/10/2023 16:43,Debit,Milwaukee,D000353,49.29.37.185,M056,Branch,58,Engineer,77,1,2618.1,11/4/2024 8:08,Retail
TX001367,AC00268,195.49,6/12/2023 16:34,Debit,Memphis,D000472,147.227.81.224,M016,ATM,31,Doctor,212,1,11988.12,11/4/2024 8:08,Retail
TX001368,AC00363,49.62,12/7/2023 16:19,Debit,Portland,D000080,19.228.76.177,M055,ATM,55,Engineer,111,1,3841.42,11/4/2024 8:07,Dining
TX001369,AC00316,487.16,1/2/2023 16:01,Credit,Los Angeles,D000361,156.96.135.18,M077,Branch,28,Student,84,1,321.21,11/4/2024 8:12,Entertainment
TX001370,AC00167,405.6,8/8/2023 17:41,Debit,Tucson,D000643,36.77.94.252,M031,Online,37,Engineer,44,1,9754.73,11/4/2024 8:09,Dining
TX001371,AC00405,512.95,10/16/2023 17:08,Debit,Columbus,D000335,6.234.101.35,M066,Branch,57,Engineer,143,1,9584.52,11/4/2024 8:10,Electronics
TX001372,AC00098,345.94,10/9/2023 17:32,Debit,Portland,D000354,129.102.184.189,M100,ATM,31,Doctor,163,1,7624.56,11/4/2024 8:11,Healthcare
TX001373,AC00116,356.56,10/9/2023 17:23,Debit,New York,D000399,157.130.28.27,M100,Online,47,Engineer,52,1,2485.73,11/4/2024 8:11,Healthcare
TX001374,AC00267,10.31,1/13/2023 16:23,Debit,Louisville,D000072,74.58.165.67,M054,Online,36,Engineer,280,1,2137.9,11/4/2024 8:11,Utilities
TX001375,AC00447,211.69,10/20/2023 16:02,Debit,Atlanta,D000674,200.13.225.150,M066,Branch,30,Doctor,111,1,6412.85,11/4/2024 8:07,Electronics
TX001376,AC00042,221.49,9/13/2023 18:11,Credit,Oklahoma City,D000203,76.0.164.168,M052,Branch,23,Student,196,1,707.25,11/4/2024 8:11,Healthcare
TX001377,AC00074,278.23,5/4/2023 17:49,Debit,Fresno,D000530,116.106.207.139,M019,Online,48,Engineer,83,1,8300.54,11/4/2024 8:09,Travel
TX001378,AC00063,116.88,10/4/2023 17:10,Debit,Memphis,D000024,23.163.145.195,M026,ATM,45,Doctor,263,1,7717.34,11/4/2024 8:10,Electronics
TX001379,AC00085,328.77,4/3/2023 17:59,Credit,San Diego,D000133,101.120.142.50,M033,Online,39,Doctor,247,1,6967.03,11/4/2024 8:09,Grocery
TX001380,AC00126,77.53,7/25/2023 18:00,Debit,Louisville,D000522,203.245.215.62,M052,Branch,54,Retired,55,1,5158.6,11/4/2024 8:07,Healthcare
TX001381,AC00471,421.74,6/20/2023 17:07,Debit,San Jose,D000339,73.108.76.238,M014,Online,67,Doctor,103,1,12031.14,11/4/2024 8:10,Utilities
TX001382,AC00304,313.69,3/10/2023 16:35,Debit,Oklahoma City,D000211,53.131.194.183,M034,Branch,73,Retired,152,1,7093.68,11/4/2024 8:10,Electronics
TX001383,AC00242,411.72,6/20/2023 18:43,Debit,Washington,D000104,166.41.54.117,M014,Branch,29,Doctor,153,1,8539.86,11/4/2024 8:11,Utilities
TX001384,AC00261,508.73,7/14/2023 16:22,Debit,Chicago,D000316,172.184.35.29,M071,Branch,59,Retired,89,1,7640.57,11/4/2024 8:09,Dining
TX001385,AC00338,153.08,11/27/2023 16:57,Debit,Omaha,D000637,130.29.230.16,M057,ATM,24,Student,201,1,1292.21,11/4/2024 8:09,Grocery
TX001386,AC00292,23.01,6/9/2023 18:33,Debit,Las Vegas,D000363,55.154.161.250,M090,Branch,63,Retired,166,1,5958.75,11/4/2024 8:09,Electronics
TX001387,AC00024,69.28,10/30/2023 16:36,Debit,Los Angeles,D000379,184.4.253.143,M070,Online,25,Student,129,1,708.74,11/4/2024 8:11,Utilities
TX001388,AC00441,51.25,8/29/2023 16:16,Credit,Austin,D000113,101.223.82.253,M044,Branch,28,Student,66,1,1744.4,11/4/2024 8:11,Healthcare
TX001389,AC00412,407.65,8/7/2023 17:17,Debit,Denver,D000013,8.136.178.116,M095,ATM,25,Student,263,1,273.78,11/4/2024 8:08,Dining
TX001390,AC00315,459.25,5/23/2023 16:44,Debit,Tucson,D000248,28.149.72.129,M043,Branch,25,Student,59,1,130.76,11/4/2024 8:11,Travel
TX001391,AC00120,301.56,2/9/2023 17:46,Debit,Seattle,D000014,155.37.19.43,M011,Branch,49,Doctor,118,1,10389.6,11/4/2024 8:10,Travel
TX001392,AC00462,17.67,6/27/2023 17:50,Debit,San Diego,D000416,21.97.154.92,M061,Online,63,Doctor,91,1,1048.18,11/4/2024 8:10,Entertainment
TX001393,AC00481,5.29,3/13/2023 18:24,Credit,San Francisco,D000121,62.27.235.199,M008,Online,32,Doctor,132,1,12896.68,11/4/2024 8:11,Retail
TX001394,AC00166,401.37,9/18/2023 16:18,Debit,Los Angeles,D000404,1.198.76.182,M031,Branch,43,Engineer,251,1,8208.54,11/4/2024 8:11,Dining
TX001395,AC00438,145.4,7/6/2023 17:53,Debit,Tucson,D000069,49.174.157.140,M044,Online,38,Engineer,24,1,5244.49,11/4/2024 8:09,Healthcare
TX001396,AC00090,556.34,10/19/2023 16:34,Debit,Seattle,D000377,59.127.135.25,M031,Online,37,Doctor,46,1,11935.14,11/4/2024 8:07,Dining
TX001397,AC00041,34.31,4/28/2023 16:55,Debit,Philadelphia,D000353,167.95.191.52,M094,ATM,24,Student,251,1,1484.76,11/4/2024 8:11,Utilities
TX001398,AC00141,780.59,6/28/2023 17:58,Credit,Tucson,D000451,191.25.177.160,M058,Online,23,Student,145,1,6513.34,11/4/2024 8:07,Electronics
TX001399,AC00410,282.65,3/8/2023 17:42,Debit,Fort Worth,D000626,135.73.131.111,M012,ATM,35,Doctor,161,1,13801.15,11/4/2024 8:08,Healthcare
TX001400,AC00362,305.27,9/27/2023 16:25,Debit,Las Vegas,D000657,57.166.147.242,M059,Online,68,Doctor,147,1,12958.65,11/4/2024 8:09,Travel
TX001401,AC00315,185.81,9/20/2023 16:30,Debit,Austin,D000696,201.114.165.141,M033,Online,32,Doctor,116,1,9588.71,11/4/2024 8:10,Grocery
TX001402,AC00092,66.01,10/6/2023 18:39,Debit,Milwaukee,D000317,49.172.82.247,M042,Online,49,Engineer,179,1,3475.99,11/4/2024 8:07,Electronics
TX001403,AC00133,447.95,1/11/2023 17:27,Debit,Tucson,D000442,19.20.13.234,M002,Branch,29,Engineer,75,1,7544.4,11/4/2024 8:09,Electronics
TX001404,AC00069,279.3,6/22/2023 17:28,Debit,Oklahoma City,D000674,77.21.150.75,M079,ATM,19,Student,48,1,1193.61,11/4/2024 8:07,Dining
TX001405,AC00498,26.75,5/8/2023 16:25,Debit,Indianapolis,D000537,131.41.45.13,M096,Online,33,Doctor,27,1,12063.77,11/4/2024 8:07,Retail
TX001406,AC00006,611.15,8/11/2023 17:12,Debit,Detroit,D000044,51.250.46.149,M009,ATM,27,Student,121,1,892.83,11/4/2024 8:09,Grocery
TX001407,AC00104,275.2,8/24/2023 17:13,Debit,New York,D000122,59.12.96.11,M058,Online,54,Engineer,81,1,1230.12,11/4/2024 8:09,Electronics
TX001408,AC00311,427.79,2/21/2023 17:42,Debit,San Jose,D000018,203.99.96.114,M016,Branch,18,Student,189,1,1479.67,11/4/2024 8:08,Retail
TX001409,AC00144,469.13,12/4/2023 17:53,Credit,San Antonio,D000501,63.191.171.41,M009,ATM,54,Doctor,139,1,1265.28,11/4/2024 8:07,Grocery
TX001410,AC00157,102.81,12/4/2023 16:23,Debit,Seattle,D000076,21.28.32.1,M074,Branch,76,Retired,47,1,3228.87,11/4/2024 8:08,Electronics
TX001411,AC00171,22.61,12/21/2023 17:56,Debit,Seattle,D000255,76.136.92.235,M099,Online,19,Student,145,1,1111.67,11/4/2024 8:06,Travel
TX001412,AC00374,68.28,6/8/2023 18:54,Debit,Boston,D000649,148.112.151.27,M100,Online,56,Engineer,293,1,3213.16,11/4/2024 8:08,Healthcare
TX001413,AC00219,33.65,9/18/2023 17:18,Credit,New York,D000470,49.31.186.82,M067,Online,63,Doctor,146,1,12719.93,11/4/2024 8:07,Travel
TX001414,AC00405,362.68,1/16/2023 18:02,Credit,Miami,D000280,172.111.76.65,M014,ATM,63,Retired,137,1,2040.77,11/4/2024 8:06,Utilities
TX001415,AC00075,73.23,6/23/2023 16:41,Debit,San Francisco,D000128,66.226.179.193,M090,Branch,20,Student,172,1,1309.85,11/4/2024 8:12,Electronics
TX001416,AC00136,654.49,11/20/2023 16:31,Credit,Austin,D000380,167.104.180.235,M060,Online,25,Student,104,1,164.61,11/4/2024 8:08,Healthcare
TX001417,AC00056,18.56,4/24/2023 17:04,Credit,Memphis,D000189,41.82.55.163,M094,Branch,49,Engineer,161,1,4230.37,11/4/2024 8:07,Utilities
TX001418,AC00368,389.05,1/6/2023 17:35,Debit,Dallas,D000379,7.105.184.86,M075,ATM,27,Student,41,1,761,11/4/2024 8:11,Travel
TX001419,AC00261,7.38,3/15/2023 16:47,Debit,Houston,D000011,156.96.135.18,M076,Online,67,Retired,105,1,2923.83,11/4/2024 8:10,Healthcare
TX001420,AC00090,109.48,6/26/2023 17:38,Debit,Baltimore,D000122,17.36.132.202,M008,Online,61,Retired,93,1,7372.47,11/4/2024 8:07,Retail
TX001421,AC00297,66.91,1/30/2023 18:47,Debit,Seattle,D000509,51.196.87.214,M047,ATM,39,Doctor,85,1,871.1,11/4/2024 8:10,Dining
TX001422,AC00144,335.48,3/2/2023 16:06,Debit,Oklahoma City,D000211,107.247.202.71,M040,Branch,45,Engineer,155,1,3023.16,11/4/2024 8:06,Retail
TX001423,AC00207,38.14,12/28/2023 16:51,Debit,Albuquerque,D000572,113.134.242.82,M026,Online,19,Student,174,1,1119.21,11/4/2024 8:09,Electronics
TX001424,AC00443,1076.98,12/20/2023 18:12,Debit,Detroit,D000474,49.31.186.82,M090,Branch,60,Doctor,173,1,11833.73,11/4/2024 8:09,Electronics
TX001425,AC00179,360.02,2/9/2023 16:29,Debit,Dallas,D000072,49.31.186.82,M004,Online,68,Retired,68,1,6400.59,11/4/2024 8:08,Healthcare
TX001426,AC00175,567.71,2/6/2023 18:39,Debit,Memphis,D000605,6.204.110.7,M086,Online,63,Doctor,80,1,13884.24,11/4/2024 8:10,Utilities
TX001427,AC00386,218.19,5/23/2023 16:29,Debit,Austin,D000626,165.35.58.173,M078,ATM,19,Student,185,1,620.83,11/4/2024 8:10,Utilities
TX001428,AC00067,209.99,9/7/2023 17:19,Debit,Denver,D000381,125.89.163.224,M014,ATM,19,Student,40,1,1938.01,11/4/2024 8:11,Utilities
TX001429,AC00369,11.02,11/13/2023 16:32,Debit,Tucson,D000320,203.174.215.229,M008,Branch,19,Student,280,1,964.79,11/4/2024 8:06,Retail
TX001430,AC00257,83.43,5/30/2023 16:28,Debit,New York,D000627,23.255.214.209,M012,Online,56,Retired,109,1,1870.16,11/4/2024 8:11,Healthcare
TX001431,AC00059,344.97,3/20/2023 17:30,Debit,Austin,D000264,214.67.148.245,M050,Online,34,Doctor,106,1,5577.94,11/4/2024 8:09,Electronics
TX001432,AC00341,172.29,1/30/2023 17:22,Debit,El Paso,D000474,72.128.135.172,M034,ATM,36,Engineer,283,1,8700.8,11/4/2024 8:08,Electronics
TX001433,AC00357,195.54,7/17/2023 16:05,Debit,Omaha,D000144,161.195.172.148,M039,Online,60,Retired,255,1,2794.66,11/4/2024 8:09,Dining
TX001434,AC00455,101.23,8/4/2023 18:34,Debit,Colorado Springs,D000696,171.150.178.172,M015,Online,45,Engineer,87,1,6169.71,11/4/2024 8:06,Dining
TX001435,AC00346,180.46,3/13/2023 16:26,Debit,Fresno,D000456,147.114.91.132,M001,ATM,25,Student,34,1,831.75,11/4/2024 8:11,Grocery
TX001436,AC00118,692.55,3/7/2023 16:51,Debit,Charlotte,D000577,180.224.54.115,M058,Branch,53,Retired,109,1,2451.56,11/4/2024 8:12,Electronics
TX001437,AC00275,147.31,6/12/2023 17:10,Credit,Mesa,D000059,100.4.40.132,M005,Online,34,Doctor,92,1,13625.52,11/4/2024 8:07,Entertainment
TX001438,AC00028,107.48,2/7/2023 17:38,Debit,Los Angeles,D000624,120.32.147.210,M058,Branch,20,Student,103,1,1379.39,11/4/2024 8:12,Electronics
TX001439,AC00179,1831.02,9/15/2023 17:31,Credit,Columbus,D000246,141.121.30.32,M012,Online,62,Doctor,83,1,11498.01,11/4/2024 8:10,Healthcare
TX001440,AC00090,81.51,8/10/2023 16:10,Debit,Washington,D000079,192.95.36.246,M059,Branch,25,Student,97,1,865.49,11/4/2024 8:07,Travel
TX001441,AC00367,365.48,5/22/2023 17:59,Credit,Seattle,D000310,44.197.126.59,M082,Online,76,Retired,216,1,7147.4,11/4/2024 8:10,Electronics
TX001442,AC00441,491.1,6/5/2023 16:08,Credit,Houston,D000408,175.210.47.87,M067,Online,35,Engineer,125,1,7833.85,11/4/2024 8:07,Travel
TX001443,AC00266,452.8,11/24/2023 16:45,Debit,Los Angeles,D000527,211.45.75.44,M034,Branch,80,Retired,151,1,4840.67,11/4/2024 8:07,Electronics
TX001444,AC00072,645.04,12/22/2023 17:08,Debit,Memphis,D000515,10.191.172.154,M014,Branch,70,Retired,78,1,7361.47,11/4/2024 8:07,Utilities
TX001445,AC00245,169.28,3/27/2023 18:08,Debit,Philadelphia,D000227,218.238.171.184,M057,Branch,45,Doctor,114,1,5128.44,11/4/2024 8:11,Grocery
TX001446,AC00119,88.42,10/18/2023 16:28,Debit,El Paso,D000443,37.143.57.20,M096,ATM,62,Doctor,91,1,12381.45,11/4/2024 8:09,Retail
TX001447,AC00061,155.53,3/24/2023 17:04,Debit,Baltimore,D000507,77.21.150.75,M041,ATM,29,Engineer,66,1,4008.05,11/4/2024 8:08,Grocery
TX001448,AC00080,991.82,12/4/2023 16:16,Debit,Milwaukee,D000496,62.152.134.92,M042,Online,43,Engineer,300,1,3493.13,11/4/2024 8:10,Electronics
TX001449,AC00254,39.24,11/14/2023 18:33,Debit,Dallas,D000164,214.67.148.245,M095,ATM,77,Retired,106,1,6462.41,11/4/2024 8:11,Dining
TX001450,AC00218,152.01,2/23/2023 16:41,Debit,Fort Worth,D000407,80.75.92.66,M095,ATM,42,Engineer,111,3,4625.12,11/4/2024 8:11,Dining
TX001451,AC00268,78.77,5/8/2023 18:36,Credit,Las Vegas,D000301,64.15.0.66,M085,ATM,48,Engineer,50,1,6470.57,11/4/2024 8:06,Entertainment
TX001452,AC00460,26.5,2/8/2023 16:42,Debit,Indianapolis,D000175,9.230.41.239,M063,Online,48,Engineer,179,1,4854.83,11/4/2024 8:07,Dining
TX001453,AC00257,83.62,6/22/2023 17:18,Debit,Raleigh,D000554,202.21.120.44,M069,ATM,48,Doctor,146,1,12652.22,11/4/2024 8:12,Entertainment
TX001454,AC00398,142.78,5/9/2023 16:40,Debit,San Diego,D000499,80.75.92.66,M021,Branch,68,Doctor,150,1,11705.88,11/4/2024 8:12,Entertainment
TX001455,AC00162,55.99,11/13/2023 16:16,Debit,El Paso,D000525,215.97.143.157,M037,ATM,35,Doctor,95,1,932.61,11/4/2024 8:07,Entertainment
TX001456,AC00015,774.48,3/6/2023 16:12,Debit,Louisville,D000233,76.136.92.235,M013,Branch,61,Doctor,31,1,11613.58,11/4/2024 8:08,Entertainment
TX001457,AC00462,105.37,5/11/2023 18:31,Debit,Sacramento,D000327,164.75.163.220,M043,ATM,25,Student,160,1,1068.55,11/4/2024 8:09,Travel
TX001458,AC00218,118.83,6/26/2023 16:10,Debit,Virginia Beach,D000321,190.251.45.32,M039,Online,28,Student,295,1,1616.3,11/4/2024 8:08,Dining
TX001459,AC00217,46.22,11/13/2023 16:41,Debit,San Jose,D000638,49.31.186.82,M049,Branch,23,Student,217,1,471.28,11/4/2024 8:08,Grocery
TX001460,AC00460,659.71,5/5/2023 16:10,Credit,San Jose,D000095,150.83.4.238,M052,Branch,21,Student,148,1,106.86,11/4/2024 8:09,Healthcare
TX001461,AC00068,377.97,11/17/2023 16:50,Debit,Miami,D000195,138.87.180.254,M028,Online,72,Retired,160,1,2457.1,11/4/2024 8:11,Healthcare
TX001462,AC00214,114.1,5/22/2023 17:45,Debit,Boston,D000275,65.149.11.248,M024,Branch,69,Retired,148,1,5882.12,11/4/2024 8:11,Retail
